Data;Last;Open;High;Close
20191018;104728.89;105011.71;105464.25;104524.97
20191017;105015.77;105388.63;105891.19;104826.61
20191016;105422.8;104485.87;105462.07;103521.08
20191015;104489.56;104298.53;105047.62;104052.48
20191014;104301.58;103833.59;104304.85;103438.47
20191011;103831.92;101818.6;104380.89;101818.6
20191010;101817.13;101243.74;102482.98;101152.12
20191009;101248.78;100005.44;101566.59;100005.44
20191008;99981.4;100564.6;101296.28;99867.59
20191007;100572.77;102546.02;102546.02;100541.89
20191004;102551.32;101516.04;102579.55;101057.36
20191003;101516.04;101031.44;101560.23;99826.3
20191002;101031.44;104049.12;104049.12;100943.82
20191001;104053.4;104745.06;105121.16;103837.47
20190930;104745.32;105077.45;105177.5;104638.18
20190927;105077.63;105319.4;105632.94;104505.69
20190926;105319.4;104485.18;105342.3;104337.39
20190925;104480.98;103856.87;104480.98;103033.84
20190924;103875.66;104637.51;104892.9;103503.53
20190923;104637.82;104817.39;104817.39;104019.5
20190920;104817.4;104339.16;105044.5;103913.5
20190919;104339.16;104555.31;106001.35;104285.83
20190918;104531.93;104616.28;104761.84;103684.12
20190917;104616.86;103679.69;104618.93;103078.89
20190916;103680.41;103495.52;104004.61;102782.33
20190913;103501.18;104371.1;104699.2;103274.91
20190912;104370.91;103452.52;104618.01;103452.52
20190911;103445.6;103035.89;104155.86;103035.89
20190910;103031.5;103179.94;103503.45;102230.73
20190909;103180.59;102936.68;104259.77;102792.78
20190906;102935.43;102246.83;103181.64;102245.98
20190905;102243;101203.84;103258.48;101203.84
20190904;101200.89;99705.69;101200.89;99705.69
20190903;99680.83;100626.38;101416.66;99406.15
20190902;100625.74;101132.51;101611.02;100625.74
20190830;101134.61;100526.27;101551.35;100526.27
20190829;100524.43;98194.11;100683.87;98194.11
20190828;98193.53;97273.35;98346.03;96557.06
20190827;97276.19;96434.3;97950.98;95855.3
20190826;96429.6;97686.54;98435.96;95960.74
20190823;97667.49;100007.25;100024.83;97085.21
20190822;100011.28;101209.02;101469.05;100011.28
20190821;101201.9;99227.12;101240.13;99221.27
20190820;99222.25;99471.93;99664.75;98002.03
20190819;99468.67;99809.52;100947.6;98908.19
20190816;99805.78;99059.12;100566.93;99059.12
20190815;99056.91;100262.03;101014.41;98200.36
20190814;100258.01;103270.08;103270.08;99954.75
20190813;103299.47;101912.15;103778.22;101414.44
20190812;101915.22;103945.84;103945.84;101621.22
20190809;103996.16;104101.95;104848.18;103546.67
20190808;104115.23;102782.37;104281.89;102782.37
20190807;102782.37;102163.25;102784.21;100476.12
20190806;102163.69;100097.51;102178.08;100097.51
20190805;100097.75;102657.77;102657.77;99630.09
20190802;102673.68;102122.39;103179.66;101667.02
20190801;102125.94;101818.93;104055.69;101818.93
20190731;101812.13;102945.65;103128.7;100950.36
20190730;102932.76;103482.87;103554.99;102596.13
20190729;103482.63;102817.42;103482.63;102460.82
20190726;102818.93;102653.9;103209.05;102196.31
20190725;102654.58;104118.8;104439.7;102390.47
20190724;104119.54;103706.64;104570.36;103706.64
20190723;103704.28;103949.46;104429.57;103518.2
20190722;103949.46;103451.93;104278.14;103451.93
20190719;103451.93;104716.41;104722.64;103387.84
20190718;104716.59;103859.36;104773.05;103859.36
20190717;103855.53;103775.14;104453.09;103711.71
20190716;103775.41;103805.39;104439.98;103361.08
20190715;103802.69;103909.11;104577.91;103494.84
20190712;103905.99;105157.57;105730.54;103903.06
20190711;105146.44;105818.26;105885.5;104813.51
20190710;105817.06;104536.7;106650.12;104536.7
20190708;104530.22;104090.14;104679.3;103987.99
20190705;104089.47;103628.28;104175.9;102621.7
20190704;103636.17;102046.55;104021.6;102046.55
20190703;102043.11;100576.27;102176.96;100451.36
20190702;100605.17;101342.31;101564.53;100072.77
20190701;101339.68;100973.48;102431.61;100973.48
20190628;100967.2;100726.43;101562.52;100726.43
20190627;100723.97;100688.63;101024.95;99420.64
20190626;100688.63;100094.59;101126.24;100094.59
20190625;100092.95;102061.44;102061.44;99890.22
20190624;102062.33;102017.56;102617.31;101588.92
20190621;102012.64;100304.79;102099.65;100304.79
20190619;100303.41;99403.24;100327.15;98977.84
20190618;99404.39;97633.36;99411.78;97633.36
20190617;97623.25;98037.52;98439.36;97622.65
20190614;98040.06;98775.72;98980.83;97600.83
20190613;98773.7;98321.11;99364.48;98321.11
20190612;98320.88;98959.59;99239.5;97831
20190611;98960;97466.69;98984.6;97466.69
20190610;97466.69;97827.62;97856;96782.23
20190607;97821.26;97204.85;98325.57;97204.85
20190606;97204.85;96001.79;97461.97;96001.79
20190605;95998.75;97381.37;97686.14;95685.84
20190604;97380.28;97020.1;97722.88;96593.43
20190603;97020.48;97035.78;97756.75;96429.88
20190531;97030.32;97419.73;97992.31;96792.4
20190530;97457.36;96565.54;97939.08;96510.53
20190529;96566.55;96388.66;96985.83;95689.78
20190528;96392.76;94863.04;96551.8;94706.7
20190527;94864.25;93625.7;95444.04;93625.7
20190524;93627.8;93912.05;94899.52;93545.46
20190523;93910.03;94360.1;94546.68;93299.97
20190522;94360.66;94485.43;95211.75;93882.56
20190521;94484.63;91945.56;94572.55;91945.56
20190520;91946.19;90005.81;92116.51;89822.25
20190517;89992.73;90023.41;91320.54;89408.93
20190516;90024.47;91621.82;91621.82;89778.11
20190515;91623.44;92087.83;92087.83;90294.63
20190514;92092.44;91736.48;92528.53;91562.45
20190513;91726.54;94252.49;94252.49;91599.97
20190510;94257.56;94809;94847.83;93234.12
20190509;94807.85;95596.61;95596.61;93883.23
20190508;95596.61;94388.56;96311.89;94388.56
20190507;94388.73;95008.66;95008.66;92749.7
20190506;95008.66;95991.51;95991.51;94539.99
20190503;96007.89;95520.64;96314.61;95520.64
20190502;95527.62;96339.31;96339.31;95311.67
20190430;96353.33;96191.45;96706.71;95613.24
20190429;96187.75;96253.53;97123.09;96003.57
20190426;96236.04;96552.15;96563.2;95620.12
20190425;96552.03;95026.88;96552.03;94212.77
20190424;95045.43;95923.48;95923.48;94163.33
20190423;95923.24;94590.49;96315.4;94590.49
20190422;94588.06;94577.82;95037.9;93720.5
20190418;94578.26;93285.33;95140.29;93285.33
20190417;93284.75;94336.78;95041.78;92337.54
20190416;94333.31;93082.09;95061.95;92878.99
20190415;93082.97;92874.83;93722.86;92697.05
20190412;92875;94746.92;94768.18;92516.32
20190411;94754.7;95953.9;95953.9;94173.36
20190410;95953.45;96291.79;96902.14;95669.58
20190409;96291.79;97366.05;97366.05;95487.57
20190408;97369.29;97110.05;97610.25;96742.91
20190405;97108.17;96319.32;97493.1;96152.08
20190404;96313.06;94502.6;96393.56;94333.95
20190403;94491.48;95392.32;96442.31;94124.4
20190402;95386.76;96062.1;96690.17;94824.93
20190401;96054.45;95422.9;96751.53;95422.9
20190329;95414.55;94401.69;95862.75;94401.69
20190328;94388.94;91900.6;94853.71;91584.26
20190327;91903.4;95297.25;95297.25;91903.4
20190326;95306.82;93668.27;95524.7;93668.27
20190325;93662.01;93735.41;94383.78;93103.15
20190322;93735.15;96724.71;96724.71;93379.64
20190321;96729.08;98041.14;98045.97;95456.28
20190320;98041.37;99588.47;99707.96;97980.93
20190319;99588.37;99990.91;100438.87;99372.87
20190318;99993.92;99141.49;100037.69;99141.43
20190315;99136.74;98604.99;99393.33;98597.33
20190314;98604.67;98904.72;99035.54;97775.83
20190313;98903.88;97831.23;99267.22;97464.1
20190312;97828.03;98038.1;98149.69;97266.94
20190311;98026.62;95384.46;98026.62;95384.46
20190308;95364.85;94340.17;95475.68;93304.76
20190307;94340.17;94216.25;94532.25;93728.95
20190306;94216.87;94603.63;94889.38;93945.46
20190301;94603.75;95584.35;96113.18;94393.59
20190228;95584.35;97307.38;97528.01;95364.39
20190227;97307.31;97602.5;97781.81;96885.98
20190226;97602.5;97242.44;97903.97;97235.48
20190225;97239.9;97881.03;98189.91;97087.23
20190222;97885.6;96928.8;97886.63;96928.8
20190221;96932.27;96546.17;97231.4;95793.1
20190220;96544.81;97661.29;98543.68;96544.81
20190219;97659.15;96512.65;98185.19;96512.65
20190218;96509.89;97526.51;97526.51;96238.89
20190215;97525.91;98015.09;98237.8;97083.07
20190214;98015.09;95842.52;98018.83;94915.48
20190213;95842.4;96168.78;96803.73;95388.93
20190212;96168.4;94419.93;96571.42;94419.93
20190211;94412.91;95351.17;95498.93;93736.67
20190208;95343.1;94401.26;95485.59;93424.29
20190207;94405.59;94654;95641.51;93507.18
20190206;94635.57;98307.91;98307.91;94635.57
20190205;98311.2;98586.8;98586.8;97596.41
20190204;98588.63;97861.27;98588.63;96900.79
20190201;97861.27;97395.48;98043.9;96990.33
20190131;97393.74;96996.45;98405.21;96996.45
20190130;96996.21;95642.96;97106.68;95642.96
20190129;95639.33;95508.28;96751.32;95508.28
20190128;95443.88;97674.04;97936.82;94783.03
20190124;97677.19;96557.73;97677.19;96557.73
20190123;96558.42;95115.8;96575.98;95115.8
20190122;95103.38;96008.44;96069.51;94661.91
20190121;96009.77;96092.61;96092.61;94862.85
20190118;96096.75;95386.26;96395.98;95386.26
20190117;95351.09;94393.07;95681.82;93950.41
20190116;94393.07;94056.82;94393.07;93686.83
20190115;94055.72;94474.13;94695.12;93401.51
20190114;94474.13;93644.87;94474.13;93335.06
20190111;93658.31;93805.57;93960.78;93358.67
20190110;93805.93;93599.15;93987.17;93049.78
20190109;93613.04;92032.69;93625.82;92028.41
20190108;92031.86;91699.05;92230.99;91063.9
20190107;91699.05;91845.16;92551.88;91288.27
20190104;91840.79;91576.64;92701.36;90823.78
20190103;91564.25;91011;91596.28;89921.57
20190102;91012.31;87887.26;91478.84;87535.87
20181228;87887.26;85469.47;88044.02;85469.47
20181227;85460.2;85140.6;85738.96;84876.08
20181226;85136.1;85684.26;85684.26;83891.74
20181221;85697.15;85268.82;86554.05;85134.12
20181220;85269.29;85678.06;86583.73;84755.68
20181219;85673.52;86616.59;88101.07;85673.52
20181218;86610.49;86400.35;87274.15;86400.35
20181217;86399.68;87448.03;87819.9;86327.69
20181214;87449.5;87837.59;88183.93;87106.12
20181213;87837.59;86979.07;87842.49;86856.34
20181212;86977.46;86419.92;87945.65;86419.92
20181211;86419.57;85918.08;87520.48;85583.05
20181210;85914.71;88115.07;88384.22;85914.71
20181207;88115.07;88849.12;89985.99;87907.38
20181206;88846.48;88932.58;88932.58;87025.06
20181205;89039.79;88644.17;89111.2;88448.91
20181204;88624.45;89820.09;90452.48;88041.23
20181203;89820.09;89511.16;91242.22;89429.17
20181130;89504.03;89709.12;90245.54;89257.73
20181129;89709.56;89249.06;89909.58;88475.27
20181128;89250.82;87891.18;89482.93;87153.47
20181127;87891.18;85547.48;88017.9;85376.78
20181126;85546.51;86237.45;87147.38;84904.74
20181123;86230.22;87479.45;87479.45;85762.82
20181122;87477.44;87268.68;87656.37;87221.67
20181121;87268.8;87896.13;87896.13;86254.21
20181119;87900.83;88472.47;88483.65;87046.54
20181116;88515.27;85974.89;88516.46;85974.89
20181114;85973.06;84898.4;85973.06;84267.01
20181113;84914.11;85531.13;85940.63;84071.39
20181112;85524.7;85643.9;86227.44;85009.29
20181109;85641.21;85620.13;86233.42;84030.36
20181108;85620.13;87719.45;88569.7;85620.13
20181107;87714.35;88676.31;89564.71;87540.86
20181106;88668.92;89587.02;89587.02;88065.84
20181105;89598.16;88418.37;89598.16;88347.26
20181101;88419.05;87427.56;89017.37;87094.01
20181031;87423.55;86888.69;88028.2;86213.13
20181030;86885.71;83801.52;86989.63;83801.52
20181029;83796.71;85728.47;88377.16;82782.96
20181026;85719.87;84083.51;85719.87;83497.17
20181025;84083.51;83124.32;84830.92;83124.32
20181024;83063.56;85301.87;85786.21;83034.85
20181023;85300.03;85595.34;85595.34;84032.43
20181022;85596.69;84221.85;85772.47;84221.85
20181019;84219.74;83845.35;84954.41;83666.71
20181018;83847.12;85759.82;85759.82;83845.84
20181017;85763.95;85713.92;86167.32;84944.05
20181016;85717.56;83420.01;85717.56;83420.01
20181015;83359.76;82922.49;84278.04;82922.49
20181011;82921.08;83700.4;84748.55;82607.34
20181010;83679.11;86084.48;86084.57;83679.11
20181009;86087.55;86052.94;86573.49;85432.7
20181008;86083.91;82324.46;87333.09;82324.46
20181005;82321.52;82972.09;83804.97;82029.95
20181004;82952.81;83275.01;83430.4;81891.66
20181003;83273.4;81624.31;85441.79;81622.97
20181002;81612.28;78625.46;81778.19;78625.46
20181001;78623.66;79350.43;79556.55;78090.72
20180928;79342.42;80000.09;80000.09;78966.99
20180927;80000.09;78675.71;80106.92;78675.71
20180926;78656.16;78634.18;79460.89;78530.18
20180925;78630.14;77979.59;78688.47;77005.45
20180924;77984.18;79446.73;79446.73;77857.06
20180921;79444.29;78116.32;80001.6;78116.32
20180920;78116.01;78168.66;78943.89;77820.24
20180919;78168.66;78268.35;79020.76;77623.92
20180918;78313.96;76780.71;78454.46;76676.97
20180917;76788.85;75428.42;76893.13;75227.25
20180914;75429.09;74686.67;75704.76;74444.78
20180913;74686.67;75126.02;75407.05;74500.94
20180912;75124.81;74679.79;75679.52;74498.71
20180911;74656.51;76437.15;76437.15;74274.51
20180910;76436.35;76416.01;77293.01;76114.61
20180906;76416.01;75098.3;76533.41;74986.42
20180905;75092.27;74712.14;75369.51;74276.4
20180904;74711.8;76192.18;76192.18;74605.49
20180903;76192.73;76675.48;76675.48;75728.84
20180831;76677.53;76385.67;77202.24;76025.96
20180830;76404.09;78388.83;78388.83;76372.21
20180829;78388.83;77471.84;78782.51;77399.08
20180828;77473.18;77927.7;78038.05;77149.44
20180827;77929.68;76264.27;78007.58;76264.27
20180824;76262.23;75647.35;76628.66;75647.35
20180823;75633.77;76898.15;77232.11;75465.85
20180822;76902.3;75171.37;76904.48;74875.8
20180821;75180.4;76326.79;76339.91;74914.79
20180820;76327.89;76028.61;76497.03;75607.85
20180817;76028.5;76816.84;76816.84;75632.81
20180816;76818.72;77084.96;77703.73;76381.27
20180815;77077.5;78613.52;78617.96;76828.55
20180814;78602.11;77498.61;78741.69;77498.61
20180813;77496.45;76513;77689.01;75931.14
20180810;76514.35;78766.07;78766.07;76043.11
20180809;78767.99;79170.78;79460.64;78156.47
20180808;79151.7;80346.52;80911.99;78966.21
20180807;80346.52;81092.69;81742.39;79923.07
20180806;81050.76;81444.64;81764.9;80964.91
20180803;81434.98;79655.71;81792.1;79655.71
20180802;79636.69;79237.2;79896.29;78573.05
20180801;79301.65;79212.99;79730.63;78768.87
20180731;79220.43;80279.31;80279.31;79016.26
20180730;80275.59;79865.74;80491.57;79699.03
20180727;79866.1;79405.45;80250.92;79405.45
20180726;79405.34;80242.42;80588.66;79081.32
20180725;80218.04;79154.02;80436.63;79154.02
20180724;79154.98;78005.14;79496.72;78005.14
20180723;77996.12;78571.29;78639.38;77871.41
20180720;78571.29;77499.69;79488.74;77499.69
20180719;77486.84;77359.85;77486.84;75889.82
20180718;77362.63;78123.54;78496.15;77163.55
20180717;78130.3;76652.52;78522.17;76481.91
20180716;76652.58;76587.39;76923.95;76129.27
20180713;76594.35;75856.22;76682.09;75553.78
20180712;75856.22;74402.98;75897.89;74402.98
20180711;74398.55;74862.38;75024.51;74196.44
20180710;74862.38;75015.1;75895.19;74431.23
20180706;75010.39;74557.62;75064.74;74047.97
20180705;74553.06;74751.02;75126.63;73755.83
20180704;74743.11;73667.4;74904.36;73449.59
20180703;73667.75;72847.84;74514.86;72847.84
20180702;72839.74;72762.51;72839.74;71934.7
20180629;72762.51;71779.05;73020.19;71779.05
20180628;71766.52;70609;72092.31;70439.44
20180627;70609;71405.26;72032.13;70133.96
20180626;71404.59;70967.67;71621.51;70202.97
20180625;70952.97;70641.99;71323.17;69779.24
20180622;70640.65;70076.53;71057.56;69906.76
20180621;70074.9;72117.36;72206.55;70018.65
20180620;72123.41;71396.77;72617.28;71154.83
20180619;71394.34;69811.36;72010.18;69068.77
20180618;69814.74;70757.06;70757.06;69359.55
20180615;70757.73;71420.52;71420.52;69582.5
20180614;71421.19;72151.33;72707.61;71343.71
20180613;72122.14;72756.83;72977.13;71035.03
20180612;72754.13;72308.33;73321.55;72123.77
20180611;72307.77;72942.52;73715.74;71843.01
20180608;72942.07;73847.88;74031.36;71679.48
20180607;73851.46;76117.22;76117.22;71161.52
20180606;76117.22;76641.03;76966.87;75517.53
20180605;76641.72;78595.23;78892.02;76412.03
20180604;78596.06;77243.91;78637.44;77243.91
20180601;77239.75;76779.38;78168.54;75524.43
20180530;76753.61;76057.54;77096.63;75514.6
20180529;76071.97;75361.05;77213.65;75361.05
20180528;75355.84;78886.48;78886.48;75336.89
20180525;78897.66;80123.45;80628.85;78622.41
20180524;80122.31;80859.8;80859.8;79026.52
20180523;80867.29;82741.54;82741.54;80867.29
20180522;82738.88;81817.42;83395.91;81612.62
20180521;81815.32;83095.39;83882.87;81575.52
20180518;83081.88;83613.64;83613.64;81390.93
20180517;83621.95;86536.52;86536.52;83377.37
20180516;86536.97;85121.64;86678.21;85043.6
20180515;85130.42;85224.78;85231.47;83829.79
20180514;85232.18;85221.9;86105.04;84687.67
20180511;85220.24;85861.42;86406.22;85183.37
20180510;85861.2;84283.91;86200.93;84283.91
20180509;84265.49;82977.48;84447.31;82855.18
20180508;82956.05;82714.98;83408.91;82201.28
20180507;82714.43;83122.31;83642.91;82601.51
20180504;83118.03;83286.38;83670.63;82745.64
20180503;83288.14;84546.82;84562.37;83178.35
20180502;84547.09;86110.76;86110.76;84382.57
20180430;86115.5;86442.7;86739.48;85978.54
20180427;86444.66;86383.2;87178.65;86262.43
20180426;86383.2;85051.35;86383.2;85051.35
20180425;85044.39;85465.87;85465.87;84348.7
20180424;85469.08;85603.18;86577.74;85105.85
20180423;85602.5;85520.42;85745.94;84710.73
20180420;85550.09;85823.13;85823.13;85024.85
20180419;85824.26;85774.78;86059.44;85197.28
20180418;85776.46;84090.28;86149.14;84090.28
20180417;84086.13;82862.26;84191.19;82809.56
20180416;82861.58;84328.2;84591.47;82761.97
20180413;84334.41;85441.03;85441.03;84143.7
20180412;85443.53;85245.59;85576.9;85025.38
20180411;85245.59;84493.89;85416.54;84340.41
20180410;84510.36;83312.03;84537.82;83312.03
20180409;83307.23;84832.44;85110.06;83154.65
20180406;84820.42;85209.66;85209.66;83832.67
20180405;85209.66;84373.95;86147.75;84373.95
20180404;84359.69;84610.3;84610.3;82826.04
20180403;84623.46;84668.89;85411.27;84209.58
20180402;84666.44;85364.83;85675.48;84165.56
20180329;85365.56;83874.14;85708;83874.14
20180328;83874.14;83805.7;83889;82889.44
20180327;83808.06;85102.68;85295.81;83542.05
20180326;85087.86;84377.31;85552.72;84356.76
20180323;84377.19;84766.09;85449.54;84041.53
20180322;84767.88;84984.14;85499.17;84196.6
20180321;84976.59;84165.84;85145.34;84080.02
20180320;84163.8;83918.78;84411.65;83682.04
20180319;83913.06;84886.15;84886.15;83677.64
20180316;84886.49;84928.2;85494.68;84525.46
20180315;84928.2;86050.73;86050.73;84719.69
20180314;86050.96;86383.17;86969.99;85690.89
20180313;86383.85;86902.49;87333.24;86118.93
20180312;86900.43;86386.22;87045.75;86386.22
20180309;86371.41;84987.15;86388.75;84749.29
20180308;84984.61;85509.88;85829.53;84491.49
20180307;85483.55;85652.9;85652.9;84396.91
20180306;85653.02;86023.05;86930.55;85653.02
20180305;86022.83;85761.19;86164.8;85053.33
20180302;85761.34;85377.82;85761.34;83896.94
20180301;85377.79;85337.16;86260.48;84639.55
20180228;85353.6;86939.29;87109.23;85199.13
20180227;86935.44;87648.98;87839.35;86612.93
20180226;87652.64;87295.86;88317.83;87241.92
20180223;87293.24;86690.01;87344.76;86137.51
20180222;86686.45;86050.46;87159.04;86050.46
20180221;86051.82;85803.96;87358.33;85803.96
20180220;85803.96;84791.97;86290.32;84260.62
20180219;84792.71;84524.58;84955.58;84524.58
20180216;84524.58;84290.9;84575.33;83823.94
20180215;84290.57;83550.96;84686.1;83550.96
20180214;83542.84;80901.47;83781.67;80901.47
20180209;80898.7;81531.51;81897;79690.09
20180208;81532.53;82773.48;83500.94;81109.01
